id,class,method,allPerm,dangerousPerm,permTag
334,android.location.LocationManager,requestSingleUpdate,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(long,%20float,%20android.location.Criteria,%20android.app.PendingIntent)"">requestLocationUpdates(long, float, android.location.Criteria, android.app.PendingIntent)</a></code> for more detail
 on how to use this method.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if criteria is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
335,android.media.AudioManager,setCommunicationDevice,MODIFY_PHONE_STATE;,,"
<p>In case of simultaneous requests by multiple applications the priority is given to the
 application currently controlling the audio mode (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/media/AudioManager#setMode(int)"">setMode(int)</a></code>). This is the
 latest application having selected mode <code dir=""ltr"" translate=""no""><a href=""/reference/android/media/AudioManager#MODE_IN_COMMUNICATION"">MODE_IN_COMMUNICATION</a></code> or mode
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/media/AudioManager#MODE_IN_CALL"">MODE_IN_CALL</a></code>. Note that <code dir=""ltr"" translate=""no"">MODE_IN_CALL</code> can only be selected by the main
 telephony application with permission
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>.
 </p>"
336,android.media.AudioManager,setEncodedSurroundMode,WRITE_SETTINGS;,,"
<p>Sets the surround sound mode.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#WRITE_SETTINGS"">Manifest.permission.WRITE_SETTINGS</a></code></p>"
337,android.media.AudioManager,setSurroundFormatEnabled,WRITE_SETTINGS;,,"
<p>
 This API is called by TvSettings surround sound menu when user enables or disables a
 surround sound format. This setting is persisted as global user setting.
 Applications should revert their changes to surround sound settings unless they intend to
 modify the global user settings across all apps. The framework does not auto-revert an
 application""s settings after a lifecycle event. Audio focus is not required to apply these
 settings.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#WRITE_SETTINGS"">Manifest.permission.WRITE_SETTINGS</a></code></p>"
338,android.media.AudioManager,startBluetoothSco,MODIFY_AUDIO_SETTINGS;,,"
<p>Requires Permission:
   <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_AUDIO_SETTINGS"">Manifest.permission.MODIFY_AUDIO_SETTINGS</a></code>.
 </p>"
339,android.media.AudioManager,stopBluetoothSco,MODIFY_AUDIO_SETTINGS;,,"
<p>Requires Permission:
   <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_AUDIO_SETTINGS"">Manifest.permission.MODIFY_AUDIO_SETTINGS</a></code>.
 </p>"
340,android.media.AudioRecord.Builder,build,RECORD_AUDIO;,RECORD_AUDIO;,"
<p><br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#RECORD_AUDIO"">Manifest.permission.RECORD_AUDIO</a></code></p>"
341,android.media.MediaExtractor,setDataSource,INTERNET;,,"
<table class=""responsive"">
    <tbody><tr><th colspan=""2"">Parameters</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">context</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">Context</code>: the Context to use when resolving the Uri
 This value cannot be <code dir=""ltr"" translate=""no"">null</code>.<p></p></td>
      </tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">uri</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">Uri</code>: the Content URI of the data you want to extract from.

 <p>When <code dir=""ltr"" translate=""no"">uri</code> refers to a network file the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#INTERNET"">Manifest.permission.INTERNET</a></code> permission is required.

 This value cannot be <code dir=""ltr"" translate=""no"">null</code>.</p></td>
      </tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">headers</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">Map</code>: the headers to be sent together with the request for the data.
        This can be <code dir=""ltr"" translate=""no"">null</code> if no specific headers are to be sent with the
        request.<p></p></td>
      </tr>
    </tbody></table>"
342,android.media.MediaExtractor,setDataSource,INTERNET;,,"
<table class=""responsive"">
    <tbody><tr><th colspan=""2"">Parameters</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">path</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">String</code>: the path of the file, or the http URL of the stream

 <p>When <code dir=""ltr"" translate=""no"">path</code> refers to a local file, the file may actually be opened by a
 process other than the calling application.  This implies that the pathname
 should be an absolute path (as any other process runs with unspecified current working
 directory), and that the pathname should reference a world-readable file.
 As an alternative, the application could first open the file for reading,
 and then use the file descriptor form <code dir=""ltr"" translate=""no""><a href=""/reference/android/media/MediaExtractor#setDataSource(java.io.FileDescriptor)"">setDataSource(java.io.FileDescriptor)</a></code>.

 </p><p>When <code dir=""ltr"" translate=""no"">path</code> refers to a network file the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#INTERNET"">Manifest.permission.INTERNET</a></code> permission is required.
 
 This value cannot be <code dir=""ltr"" translate=""no"">null</code>.</p></td>
      </tr>
    </tbody></table>"
343,android.media.MediaExtractor,setDataSource,INTERNET;,,"
<table class=""responsive"">
    <tbody><tr><th colspan=""2"">Parameters</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">path</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">String</code>: the path of the file, or the http URL

 <p>When <code dir=""ltr"" translate=""no"">path</code> refers to a network file the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#INTERNET"">Manifest.permission.INTERNET</a></code> permission is required.

 This value cannot be <code dir=""ltr"" translate=""no"">null</code>.</p></td>
      </tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">headers</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">Map</code>: the headers associated with the http request for the stream you want to play.
        This can be <code dir=""ltr"" translate=""no"">null</code> if no specific headers are to be sent with the
        request.<p></p></td>
      </tr>
    </tbody></table>"
344,android.media.MediaPlayer,setWakeMode,WAKE_LOCK;,,"
<p>This function has the MediaPlayer access the low-level power manager
 service to control the device""s power usage while playing is occurring.
 The parameter is a combination of <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/PowerManager"">PowerManager</a></code> wake flags.
 Use of this method requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#WAKE_LOCK"">Manifest.permission.WAKE_LOCK</a></code>
 permission.
 By default, no attempt is made to keep the device awake during playback.</p>"
345,android.media.MediaSession2Service,onUpdateNotification,POST_NOTIFICATIONS;FOREGROUND_SERVICE;,POST_NOTIFICATIONS;,"
<p>
 Apps must request the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#FOREGROUND_SERVICE"">Manifest.permission.FOREGROUND_SERVICE</a></code> permission
 in order to use this API. For apps targeting <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#TIRAMISU"">Build.VERSION_CODES.TIRAMISU</a></code>
 or later, notifications will only be posted if the app has also been granted the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#POST_NOTIFICATIONS"">Manifest.permission.POST_NOTIFICATIONS</a></code> permission.</p>"
346,android.media.RingtoneManager,getCursor,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>
 Note that the list of ringtones available will differ depending on whether the caller
 has the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code> permission.</p>"
347,android.media.RingtoneManager,getValidRingtoneUri,READ_EXTERNAL_STORAGE;,READ_EXTERNAL_STORAGE;,"
<p>Returns a valid ringtone URI. No guarantees on which it returns. If it
 cannot find one, returns null. If it can only find one on external storage and the caller
 doesn""t have the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE"">Manifest.permission.READ_EXTERNAL_STORAGE</a></code> permission,
 returns null.</p>"
348,android.media.projection.MediaProjectionManager,getMediaProjection,SYSTEM_ALERT_WINDOW;,,"
<p>Retrieve the MediaProjection obtained from a succesful screen
 capture request. Will be null if the result from the
 startActivityForResult() is anything other than RESULT_OK.

 Starting from Android <code dir=""ltr"" translate=""no""><a href=""/reference/android/os/Build.VERSION_CODES#R"">Build.VERSION_CODES.R</a></code>, if your application requests
 the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SYSTEM_ALERT_WINDOW"">Manifest.permission.SYSTEM_ALERT_WINDOW</a></code> permission, and the
 user has not explicitly denied it, the permission will be automatically granted until the
 projection is stopped. This allows for user controls to be displayed on top of the screen
 being captured.

 </p>"
349,android.media.session.MediaSessionManager,addOnActiveSessionsChangedListener,MEDIA_CONTENT_CONTROL;,,"
<p>
 This requires the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MEDIA_CONTENT_CONTROL"">Manifest.permission.MEDIA_CONTENT_CONTROL</a></code> permission be
 held by the calling app. You may also retrieve this list if your app is an enabled
 notificationlistener using the <code dir=""ltr"" translate=""no""><a href=""/reference/android/service/notification/NotificationListenerService"">NotificationListenerService</a></code> APIs, in which case you
 must pass the <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/ComponentName"">ComponentName</a></code> of your enabled listener.</p>"
350,android.media.session.MediaSessionManager,addOnActiveSessionsChangedListener,MEDIA_CONTENT_CONTROL;,,"
<p>
 This requires the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MEDIA_CONTENT_CONTROL"">Manifest.permission.MEDIA_CONTENT_CONTROL</a></code> permission be
 held by the calling app. You may also retrieve this list if your app is an enabled
 notification listener using the <code dir=""ltr"" translate=""no""><a href=""/reference/android/service/notification/NotificationListenerService"">NotificationListenerService</a></code> APIs, in which case you
 must pass the <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/ComponentName"">ComponentName</a></code> of your enabled listener. Updates will be posted to the
 handler specified or to the caller""s thread if the handler is null.</p>"
351,android.media.session.MediaSessionManager,getActiveSessions,MEDIA_CONTENT_CONTROL;,,"
<p>
 This requires the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MEDIA_CONTENT_CONTROL"">Manifest.permission.MEDIA_CONTENT_CONTROL</a></code>
 permission be held by the calling app. You may also retrieve this list if
 your app is an enabled notification listener using the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/service/notification/NotificationListenerService"">NotificationListenerService</a></code> APIs, in which case you must pass the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/content/ComponentName"">ComponentName</a></code> of your enabled listener.</p>"
352,android.media.session.MediaSessionManager,isTrustedForMediaControl,MEDIA_CONTENT_CONTROL;,,"
<p>
 An app is trusted if the app holds the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MEDIA_CONTENT_CONTROL"">Manifest.permission.MEDIA_CONTENT_CONTROL</a></code> permission or has an enabled
 notification listener.</p>"
353,android.net.ConnectivityManager,getActiveNetwork,ACCESS_NETWORK_STATE;,,"
<p>Returns a <code dir=""ltr"" translate=""no""><a href=""/reference/android/net/Network"">Network</a></code> object corresponding to the currently active
 default data network.  In the event that the current active default data
 network disconnects, the returned <code dir=""ltr"" translate=""no"">Network</code> object will no longer
 be usable.  This will return <code dir=""ltr"" translate=""no"">null</code> when there is no default
 network, or when the default network is blocked.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_NETWORK_STATE"">Manifest.permission.ACCESS_NETWORK_STATE</a></code></p>"
